151635 ,СМЕТАНА ,нет ,кафе , "город  Москва ,  улица  Егора  Абакумова ,  дом  9 " ,48
83639 ,Krispy  Krem ,да ,кафе , "город  Москва ,  Шереметьевская  улица ,  дом  20 " ,55
138604 ,Кафе  Брассери  Брюсель ,нет ,кафе , "город  Москва ,  Большая  Новодмитровская  улица ,  дом  23 ,  строение  1 " ,45
22090 ,Джон  Джоли ,да ,кафе , "город  Москва ,  Енисейская  улица ,  дом  26А " ,120
22907 ,КАФЕ ,нет ,кафе , "город  Москва ,  Алтуфьевское  шоссе ,  дом  52 " ,18
28285 ,КАФЕ ,нет ,кафе , "город  Москва ,  Хованская  улица ,  владение  20 " ,40
23050 ,КАФЕ  «Русский  чай» ,нет ,кафе , "город  Москва ,  1-я  Останкинская  улица ,  владение  7А ,  строение  18 " ,45
25530 ,ЛАВ  КАФЕ ,нет ,кафе , "город  Москва ,  1-я  Останкинская  улица ,  владение  7А ,  строение  18 " ,90
145283 ,Кафетерий  при  АЗК  317 ,нет ,кафетерий , "город  Москва ,  87-й  километр  Московской  Кольцевой  Автодороги ,  владение  14 " ,20
38262 ,Райский  уголок ,нет ,кафе , "город  Москва ,  улица  Пришвина ,  дом  3Б " ,50
21902 ,КАФЕ  ПРИ  БАССЕЙНЕ ,нет ,кафе , "город  Москва ,  Заповедная  улица ,  дом  1 " ,9
23114 ,ПБО  La  Pausa  Pizzeria  and  Cafe ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  1 " ,92
22205 ,ПИЦЦЕРИЯ  «ДЖОВАНИ» ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  123А " ,80
21970 ,Теремок ,да ,кафе , "город  Москва ,  улица  Декабристов ,  дом  12 " ,40
21763 , "Кофе  Хаус ,Экспресс " ,да ,кафе , "город  Москва ,  улица  Декабристов ,  дом  12 " ,130
25916 ,Ресторан  МИШ  МЭШ ,нет ,кафе , "город  Москва ,  улица  Декабристов ,  дом  12 " ,68
25612 ,Кофейня  «МАЛИНАРИ» ,нет ,кафе , "город  Москва ,  улица  Декабристов ,  дом  12 " ,40
23099 ,Крошка  Картошка ,да ,кафе , "город  Москва ,  улица  Декабристов ,  дом  12 " ,96
23078 ,Ростикс  KFC ,да ,кафе , "город  Москва ,  улица  Декабристов ,  дом  12 " ,96
153996 ,Бургер  Рус ,нет ,кафе , "город  Москва ,  улица  Декабристов ,  дом  12 " ,96
153998 ,Рахмилевич  сахар ,нет ,кафетерий , "город  Москва ,  улица  Декабристов ,  дом  12 " ,30
83700 ,Крошка  Картошка ,да ,кафе , "город  Москва ,  Алтуфьевское  шоссе ,  дом  86 ,  корпус  1 " ,12
29887 ,ДОМ  БЕЛОГО  ЖУРАВЛЯ ,нет ,кафе , "город  Москва ,  площадь  Борьбы ,  дом  13А ,  строение  1 " ,30
25616 ,КАФЕ  ПРИ  ДЦ  АВТОМИР ,нет ,кафе , "город  Москва ,  Ярославское  шоссе ,  дом  7 " ,20
69849 ,Кафе ,нет ,кафе , "город  Москва ,  Анадырский  проезд ,  дом  8 ,  корпус  1 " ,20
20648 ,БОУЛИНГ-КЛУБ  «ГАЛАКТИКА» ,нет ,кафе , "город  Москва ,  улица  Академика  Королёва ,  дом  8А " ,150
20362 ,РТИ-Финанс ,нет ,кафетерий , "город  Москва ,  Отрадная  улица ,  дом  8 " ,38
23059 ,КАФЕ  СКАЛА ,нет ,кафе , "город  Москва ,  улица  Декабристов ,  дом  43 ,  строение  1 " ,220
29751 ,Кафе  «ШАШЛЫЧНЫЙ  ДВОР» ,нет ,кафе , "город  Москва ,  1-я  Останкинская  улица ,  дом  53 " ,26
23052 ,СУШИ-БАР  «ТАМ-ТАМ» ,нет ,кафе , "город  Москва ,  1-я  Останкинская  улица ,  дом  53 " ,35
22208 ,Кафе  «ВЕКТОР  А» ,нет ,кафе , "город  Москва ,  1-я  Останкинская  улица ,  дом  53 " ,70
94496 ,Шашлычная ,нет ,кафе , "город  Москва ,  1-я  Останкинская  улица ,  дом  53 " ,5
23071 ,КАФЕ  ПАРМЕЖАНО ,нет ,кафе , "город  Москва ,  Отрадный  проезд ,  дом  2Б " ,60
23066 ,КАФЕ  РО-СА ,нет ,кафе , "город  Москва ,  улица  Римского-Корсакова ,  дом  20 ,  строение  2 " ,45
21627 ,ТЕРЕМОК ,да ,кафе , "город  Москва ,  Ярославское  шоссе ,  дом  54 " ,69
89416 ,KFC ,да ,кафе , "город  Москва ,  82-й  километр  Московской  Кольцевой  Автодороги ,  владение  18 " ,94
138207 ,Самарканд ,нет ,кафе , "город  Москва ,  82-й  километр  Московской  Кольцевой  Автодороги ,  владение  18 " ,90
22209 ,КАФЕ  «Одилия» ,нет ,кафе , "город  Москва ,  1-я  Останкинская  улица ,  дом  55Д " ,84
152980 ,Гранд  Круассан ,нет ,кафетерий , "город  Москва ,  Новодмитровская  улица ,  дом  1 ,  строение  2 " ,25
26929 ,Му-Му ,да ,кафе , "город  Москва ,  улица  Пришвина ,  дом  22 " ,90
22993 ,КАФЕ  «МУ-МУ» ,да ,кафе , "город  Москва ,  улица  Яблочкова ,  дом  19Г " ,250
25564 ,КАФЕ-БАР  КУРАГА ,нет ,кафе , "город  Москва ,  Юрловский  проезд ,  дом  17 ,  строение  1 " ,229
72515 ,Шоколадница ,да ,кафе , "город  Москва ,  Широкая  улица ,  дом  13А " ,52
22972 ,Кафе  Хинкальная  грузинская  кухня ,нет ,кафе , "город  Москва ,  улица  Плещеева ,  дом  4 ,  корпус  1 ,  строение  5 " ,95
83628 ,ЧИТО-РА ,нет ,кафе , "город  Москва ,  улица  Сущёвский  Вал ,  владение  14Б " ,80
137334 ,КАФЕ  «ХИНКАЛЬНАЯ» ,нет ,кафе , "город  Москва ,  улица  Лётчика  Бабушкина ,  дом  1 ,  корпус  3 " ,60
22884 ,Кафе  «БАЗИЛИК» ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  120 ,  корпус  1 " ,45
23068 ,Крошка  Картошка ,да ,кафе , "город  Москва ,  Сигнальный  проезд ,  дом  17 " ,50
82642 ,Кафе  при  автосалоне ,нет ,кафе , "город  Москва ,  Ярославское  шоссе ,  дом  31 " ,44
82643 ,Прогресс ,нет ,кафе , "город  Москва ,  Ярославское  шоссе ,  дом  31 " ,25
22989 ,Кафе  восточной  кухни  Караван ,нет ,кафе , "город  Москва ,  Складочная  улица ,  дом  1 ,  строение  39 " ,45
151112 ,Сытый  лось ,нет ,кафе , "город  Москва ,  Широкая  улица ,  дом  12Б " ,250
153533 ,Кафе ,нет ,кафе , "город  Москва ,  Ярославская  улица ,  дом  13А ,  строение  1 " ,15
23165 ,КАРДИНАЛ ,нет ,кафе , "город  Москва ,  Хибинский  проезд ,  дом  14 ,  строение  1 " ,533
83708 ,Теремок ,да ,кафе , "город  Москва ,  87-й  километр  Московской  Кольцевой  Автодороги ,  дом  8 " ,40
145223 ,Кафи  при  АЗС ,нет ,кафе , "город  Москва ,  Бутырская  улица ,  дом  8А " ,0
85962 ,Krispy  Creme ,да ,кафе , "город  Москва ,  Снежная  улица ,  дом  27 " ,43
58897 ,Кофейня  Шоколадница ,да ,кафе , "город  Москва ,  Снежная  улица ,  дом  27 " ,80
60354 ,Маки-Маки ,да ,кафе , "город  Москва ,  Снежная  улица ,  дом  27 " ,110
145397 ,Кафе  при  АЗС ,нет ,кафе , "город  Москва ,  Ярославское  шоссе ,  дом  1 ,  корпус  1 " ,20
22929 ,Мята  Lounge ,да ,кафе , "город  Москва ,  Енисейская  улица ,  дом  5 ,  корпус  2 " ,130
22930 ,Кафе  Пронто ,да ,кафе , "город  Москва ,  Енисейская  улица ,  дом  5 ,  корпус  2 " ,225
22975 ,Виб  Бар ,нет ,кафе , "город  Москва ,  улица  Лескова ,  дом  3Г " ,80
20777 ,ПЕТРОЛ  КОМПЛЕКС  ЭКВИПМЕНТ  КОМПАНИ ,нет ,кафе , "город  Москва ,  Ярославское  шоссе ,  владение  116 " ,25
24771 ,Кафе  «ДИЗАЙН  КАФЕ» ,нет ,кафе , "город  Москва ,  Ярославская  улица ,  дом  8 ,  корпус  8 " ,49
71756 ,Шоколадница ,да ,кафе , "город  Москва ,  Шереметьевская  улица ,  дом  6 ,  корпус  1 " ,71
58516 ,АКАДЕМИЯ ,да ,кафе , "город  Москва ,  Аргуновская  улица ,  дом  3 ,  корпус  1 " ,50
25477 ,Кафе  Якитория ,да ,кафе , "город  Москва ,  Костромская  улица ,  дом  17 " ,100
23090 ,Скай  кальян-бар ,нет ,кафе , "город  Москва ,  Алтуфьевское  шоссе ,  дом  8 " ,70
23107 ,Теремок  Инвест ,нет ,кафе , "город  Москва ,  Алтуфьевское  шоссе ,  дом  8 " ,30
23060 ,Бургер  Кинг ,да ,кафе , "город  Москва ,  Алтуфьевское  шоссе ,  дом  8 " ,40
22970 ,ЯКОРЬ ,нет ,кафе , "город  Москва ,  улица  Лескова ,  дом  26А " ,98
125151 ,УК  СТРАТЕГИЯ  УПРАВЛЕНИЯ ,нет ,кафе , "город  Москва ,  17-й  проезд  Марьиной  Рощи ,  дом  4 " ,94
25233 ,Графский  дворик ,нет ,кафе , "город  Москва ,  Графский  переулок ,  дом  9А " ,48
68331 ,ПРАЙМСТАР  РЕСТОРАНТС  ГРУПП ,нет ,кафе , "город  Москва ,  улица  Двинцев ,  дом  12 ,  корпус  1 " ,46
21764 ,ШОКОЛАДНИЦА ,да ,кафе , "город  Москва ,  Дмитровское  шоссе ,  дом  163А ,  корпус  1 " ,80
73068 ,Кафе  Beef  you ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,10
75733 ,Елки-Палки ,да ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,96
26185 ,Кафе  ПАНЧО  ПИЦЦА ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,136
26187 ,Кафе  ЁЖИКИ  ТЕФТЕЛЬКИ ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,100
26660 ,Кафе  Золотая  Арфа ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,20
26661 ,Кафе  БИФХАУС ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,165
26662 ,Кафе ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,150
26664 ,Кафе  ТРАТТОРИЯ  ТЕРРАСА ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,173
23113 ,Елки-Палки ,да ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,150
23117 ,Кафе ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,20
23118 ,Кафе  Джелатерия  Прима ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,40
23119 ,Кафе  ТЕХАС-ЧИКЕН ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,50
23120 ,Кафе  ПИЦЦА  ди  РОМА ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,50
23121 ,Кофейня  КОФЕИН ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,23
23122 ,Кофейня  ШОКОЛАДНИЦА ,да ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,92
23123 ,Кофе  Хаус ,да ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,70
23124 ,Кафе  Marshe ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,56
23125 ,Кафе  КОФЕ  ТУН ,да ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,68
23126 ,Кафе  ОШХОНА ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,100
23127 ,КАФЕ  в  кинотеатре  ЛЮКСОР ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,250
24795 ,Кофе  Хаус ,да ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,60
24798 ,Кафе  ДЕЛИ ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,20
24786 ,Кафе  Кофе  СЭТ ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,90
24788 ,Кафе  Дом  кафе ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,45
24789 ,Кафе  Галерея-Алекс ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,150
24790 ,Кафе  Жемчужина ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,80
24791 ,Кафе  Э.Д.Р. ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,16
20770 ,Кафе  БЛИНДАЖ ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,50
20771 ,Кафе  СОЛОХА ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,50
20772 ,Кафе  ОБЖОРНЫЙ  РЯД ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,150
20808 ,Кафе  Золотая  Арфа ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,109
21898 ,Кофейня  ШОКОЛАДНИЦА ,да ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,90
77221 ,Хинкальная ,да ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,56
20529 ,СУШИ-БАР ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,50
75129 ,Кафе  Золотая  Грань ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  211 ,  корпус  2 " ,50
84820 ,Кафе ,нет ,кафе , "город  Москва ,  Сигнальный  проезд ,  дом  16 ,  строение  1 " ,20
73644 ,Макдоналдс ,да ,кафе , "город  Москва ,  Снежная  улица ,  дом  16 ,  корпус  1 " ,106
149530 ,Бистро  пекарня ,нет ,кафетерий , "город  Москва ,  улица  Декабристов ,  дом  15Б " ,10
81534 ,КАФЕ  РАЧА ,нет ,кафе , "город  Москва ,  улица  Константинова ,  дом  11А " ,40
151321 ,Кафе ,нет ,кафе , "город  Москва ,  улица  Римского-Корсакова ,  дом  15А ,  корпус  1 " ,12
89139 ,Пицца  Хат ,да ,кафе , "город  Москва ,  Череповецкая  улица ,  дом  12 " ,12
68946 ,Кофе  Хаус ,да ,кафе , "город  Москва ,  Снежная  улица ,  дом  26 " ,71
22936 ,РЕСТОРАН  «Восточный  уют» ,нет ,кафе , "город  Москва ,  Енисейская  улица ,  дом  12А " ,96
151110 ,Обжора ,нет ,кафе , "город  Москва ,  Полярная  улица ,  дом  33Г " ,32
132700 ,Кафе ,нет ,кафе , "город  Москва ,  Ярославское  шоссе ,  дом  146 ,  корпус  1 " ,20
140894 ,Океан ,нет ,кафе , "город  Москва ,  Черницынский  проезд ,  дом  3 ,  строение  11 " ,64
26566 ,Хинкальная ,да ,кафе , "город  Москва ,  Преображенская  площадь ,  дом  7А ,  строение  1 " ,49
72992 ,Якитория ,да ,кафе , "город  Москва ,  Русаковская  улица ,  дом  25 ,  строение  1 " ,50
156198 ,Кафе ,нет ,кафе , "город  Москва ,  Байкальская  улица ,  дом  1/3 ,  строение  5 " ,40
142065 ,Самарканд ,нет ,кафе , "город  Москва ,  Открытое  шоссе ,  дом  9 ,  строение  10 " ,30
142368 ,Пивной  бар ,нет ,кафе , "город  Москва ,  Большая  Семёновская  улица ,  дом  15 " ,10
25276 ,Кафе-столовая ,нет ,кафе , "город  Москва ,  улица  Бирюсинка ,  дом  6 ,  корпус  1-5 " ,16
23215 ,Шарманка ,нет ,кафе , "город  Москва ,  Новокосинская  улица ,  дом  19 ,  строение  2 " ,130
154496 ,Пиццерия ,нет ,кафе , "город  Москва ,  Щёлковское  шоссе ,  дом  100 ,  корпус  100 " ,42
154784 ,Кафе  Мороженное ,нет ,кафе , "город  Москва ,  Щёлковское  шоссе ,  дом  100 ,  корпус  100 " ,32
21215 ,Кафе  РГСУ ,нет ,кафе , "город  Москва ,  улица  Стромынка ,  дом  18 ,  корпус  1 " ,100
73579 ,Три  Правила ,нет ,кафе , "город  Москва ,  Щёлковское  шоссе ,  дом  100 ,  корпус  1 " ,13
140582 ,Кафетерий ,нет ,кафетерий , "город  Москва ,  Суздальская  улица ,  дом  15А " ,16
91367 ,Club  Le  Shateau ,нет ,кафе , "город  Москва ,  Большая  Черкизовская  улица ,  дом  24А ,  строение  1 " ,28
23206 ,Кворум ,нет ,кафе , "город  Москва ,  Большая  Косинская  улица ,  дом  1Д " ,15
117474 ,Бургерная ,нет ,кафе , "город  Москва ,  1-я  улица  Бухвостова ,  дом  12/11 ,  корпус  13 " ,20
144509 ,Лукойл ,нет ,кафе , "город  Москва ,  Щёлковское  шоссе ,  дом  102А " ,2
71557 ,Ваби-Саби ,да ,кафе , "город  Москва ,  Сокольническая  площадь ,  дом  4А " ,60
81261 ,Бургер  Кинг ,да ,кафе , "город  Москва ,  Сокольническая  площадь ,  дом  9А " ,93
22222 ,Столовая ,нет ,кафе , "город  Москва ,  1-я  Пугачёвская  улица ,  дом  25 ,  строение  1 " ,32
25270 ,Луснар ,нет ,кафе , "город  Москва ,  Амурская  улица ,  дом  12А " ,87
150766 ,Шумкина  26 ,нет ,кафе , "город  Москва ,  улица  Шумкина ,  дом  26А ,  строение  4 " ,45
133110 ,Кафетерий ,нет ,кафетерий , "город  Москва ,  Просторная  улица ,  дом  1 " ,24
138799 ,Такуми  Сан ,нет ,кафе , "город  Москва ,  Новокосинская  улица ,  дом  22 " ,16
150865 ,Lost  Bar ,нет ,кафе , "город  Москва ,  Новокосинская  улица ,  дом  22 " ,20
23249 ,Метро  К&К ,да ,кафе , "город  Москва ,  104-й  километр  Московской  Кольцевой  Автодороги ,  дом  6 " ,80
24459 ,Кафе ,нет ,кафе , "город  Москва ,  Халтуринская  улица ,  дом  11А " ,30
22221 ,Когофрагола ,нет ,кафе , "город  Москва ,  Суздальская  улица ,  дом  12А " ,150
28487 ,Атриум ,нет ,кафе , "город  Москва ,  Русаковская  улица ,  дом  24 " ,55
24456 ,Кафе  №  1 ,нет ,кафе , "город  Москва ,  Электродная  улица ,  дом  10 " ,40
84685 ,Паприка ,нет ,кафе , "город  Москва ,  улица  Руднёвка ,  дом  19 " ,65
156004 ,Алло  Пицца ,да ,кафе , "город  Москва ,  Щёлковское  шоссе ,  дом  72 " ,50
24702 ,Парадиз  Ролан ,нет ,кафе , "город  Москва ,  Чистопрудный  бульвар ,  дом  12 ,  строение  1 " ,40
68279 ,Саперави ,нет ,кафе , "город  Москва ,  улица  Покровка ,  дом  5 ,  строение  5 " ,92
152842 ,Чай+ ,нет ,кафе , "город  Москва ,  Ладожская  улица ,  дом  4-6 ,  строение  2 " ,45
25622 ,Кофейня  «BP» ,нет ,кафе , "город  Москва ,  Щёлковское  шоссе ,  дом  2/1 ,  строение  1 " ,8
23292 ,Французская  выпечка ,да ,кафе , "город  Москва ,  Семёновская  площадь ,  дом  7 ,  корпус  17 " ,5
151599 ,Пекарня  «Гурман» ,нет ,кафе , "город  Москва ,  Семёновская  площадь ,  дом  7 ,  корпус  17 " ,2
142366 ,Стардогс ,нет ,кафе , "город  Москва ,  шоссе  Энтузиастов ,  дом  31 ,  строение  39 " ,16
125639 ,Хинкали  Пойнт ,нет ,кафе , "город  Москва ,  Большой  Спасоглинищевский  переулок ,  дом  9/1 ,  строение  14 " ,28
100995 ,Вок-стрип ,нет ,кафе , "город  Москва ,  Семёновская  площадь ,  дом  1 " ,10
29658 ,Кондитерская ,нет ,кафетерий , "город  Москва ,  Щербаковская  улица ,  дом  53 ,  корпус  15 " ,10
149534 ,Чайхана ,нет ,кафе , "город  Москва ,  шоссе  Энтузиастов ,  дом  64 " ,25
29233 ,Тандыр ,нет ,кафе , "город  Москва ,  Кетчерская  улица ,  дом  13 ,  строение  2 " ,49
23213 ,Шоколадница ,да ,кафе , "город  Москва ,  Свободный  проспект ,  дом  33 " ,80
88467 ,Ешка ,нет ,кафе , "город  Москва ,  1-й  проезд  Перова  Поля ,  дом  9 ,  строение  1 " ,94
24452 ,Столовая  СССР ,нет ,кафе , "город  Москва ,  улица  Плеханова ,  дом  17 ,  строение  10 " ,60
20657 ,Кружка ,да ,кафе , "город  Москва ,  Измайловское  шоссе ,  владение  71 ,  строение  16 " ,240
22102 ,ТРАКТИР  ВАГАНТ ,нет ,кафе , "город  Москва ,  Измайловское  шоссе ,  дом  71 ,  строение  14 " ,44
25284 ,Кафе  «Серебрянка» ,нет ,кафе , "город  Москва ,  3-я  Парковая  улица ,  дом  41А ,  строение  3 " ,60
145303 ,BP ,нет ,кафетерий , "город  Москва ,  шоссе  Энтузиастов ,  дом  63Б " ,16
137539 ,Московский  дворик ,нет ,кафе , "город  Москва ,  улица  Ибрагимова ,  дом  20 ,  строение  2 " ,50
23181 ,ФАНТОЦЦИ  РУС ,да ,кафе , "город  Москва ,  Вешняковская  улица ,  дом  18А " ,45
24808 ,Кафе  «Малахит» ,нет ,кафе , "город  Москва ,  Средняя  Первомайская  улица ,  дом  3 " ,40
111780 ,Пронто ,да ,кафе , "город  Москва ,  Вешняковская  улица ,  дом  22А " ,120
25443 ,КАФЕ  «ЯКИТОРИЯ» ,да ,кафе , "город  Москва ,  Семёновская  площадь ,  дом  2 " ,120
23258 ,Ресторан  «Пронто» ,да ,кафе , "город  Москва ,  Семёновская  площадь ,  дом  2 " ,92
23225 ,Луч ,нет ,кафе , "город  Москва ,  1-я  Владимирская  улица ,  дом  10Д ,  строение  3 " ,70
26200 ,Му-Му ,да ,кафе , "город  Москва ,  Зелёный  проспект ,  дом  54А " ,195
137574 ,Соки ,нет ,кафетерий , "город  Москва ,  Большая  Семёновская  улица ,  дом  16 " ,0
137600 ,Кофе ,нет ,кафетерий , "город  Москва ,  Большая  Семёновская  улица ,  дом  16 " ,0
26217 ,ГРАБЛИ ,да ,кафе , "город  Москва ,  Семёновская  площадь ,  дом  1А " ,50
138795 ,Кафе  «Бистро» ,нет ,кафе , "город  Москва ,  проспект  Будённого ,  дом  16 ,  строение  63 " ,1
58583 ,Нияма ,да ,кафе , "город  Москва ,  Измайловское  шоссе ,  дом  69Г " ,150
81160 ,Кафетерия ,нет ,кафе , "город  Москва ,  Преображенская  площадь ,  дом  8 " ,72
26868 ,Янис ,нет ,кафе , "город  Москва ,  Первомайская  улица ,  дом  116А " ,40
71547 ,Березки ,нет ,кафе , "город  Москва ,  Курганская  улица ,  дом  4А " ,90
154297 ,Джардино  ди  пино ,нет ,кафе , "город  Москва ,  Зелёный  проспект ,  дом  62А " ,94
23272 ,Кафе  «Черный  кот» ,нет ,кафе , "город  Москва ,  Нижний  Журавлёв  переулок ,  дом  3 " ,20
22110 ,Кафе  «Гипер» ,нет ,кафе , "город  Москва ,  Иловайская  улица ,  дом  3А ,  строение  1 " ,16
24653 ,TravelCafe ,нет ,кафе , "город  Москва ,  Верхняя  Радищевская  улица ,  дом  7 ,  строение  1 " ,58
22017 ,Кафе  «Реберная» ,нет ,кафе , "город  Москва ,  улица  Солянка ,  дом  4 ,  строение  1-1А " ,51
155516 ,Marx  Urban  Grill ,нет ,кафе , "город  Москва ,  Марксистская  улица ,  дом  3 ,  строение  1 " ,53
96111 ,Кафе  «Планета» ,нет ,кафе , "город  Москва ,  Марксистская  улица ,  дом  3 ,  строение  1 " ,20
105647 ,Кафе-столовая  ВКУС  ЖИЗНИ ,нет ,кафе , "город  Москва ,  Рязанский  проспект ,  дом  22 ,  корпус  2 " ,45
131344 ,Кофе  с  собой ,да ,кафе , "город  Москва ,  Сормовская  улица ,  дом  6 " ,0
24542 ,КАФЕ  ЮЖНЫЙ  ПОРТ  -М ,нет ,кафе , "город  Москва ,  улица  Трофимова ,  владение  36 " ,40
150938 ,НЕКРАСОВСКИЕ  БАНИ ,нет ,кафе , "город  Москва ,  1-я  Вольская  улица ,  дом  26 " ,70
23399 ,НАПОЛЕТАНА ,нет ,кафе , "город  Москва ,  Авиамоторная  улица ,  дом  8А ,  строение  5 " ,42
144936 ,Шашлык  на  углях ,нет ,кафе , "город  Москва ,  Авиамоторная  улица ,  дом  44 ,  строение  7 " ,25
134323 ,Алекс ,нет ,кафе , "город  Москва ,  Тихорецкий  бульвар ,  владение  1 ,  строение  2 " ,45
134324 ,Алекс ,нет ,кафе , "город  Москва ,  Тихорецкий  бульвар ,  владение  1 ,  строение  2 " ,45
133949 ,Анис ,нет ,кафе , "город  Москва ,  Тихорецкий  бульвар ,  владение  1 ,  строение  1 " ,305
134169 ,Вкус  Востока ,нет ,кафе , "город  Москва ,  Тихорецкий  бульвар ,  владение  1 ,  строение  1 " ,230
134171 ,Имбирь ,нет ,кафе , "город  Москва ,  Тихорецкий  бульвар ,  владение  1 ,  строение  1 " ,126
134205 ,ТриумфИнвест ,нет ,кафе , "город  Москва ,  Тихорецкий  бульвар ,  владение  1 ,  строение  1 " ,240
23364 ,Кафе  Лель ,нет ,кафе , "город  Москва ,  Солдатская  улица ,  дом  17 " ,46
24526 ,Кафе  «Русвилс» ,нет ,кафе , "город  Москва ,  улица  Перерва ,  дом  19 ,  строение  1 " ,25
23504 ,УГРЕША ,нет ,кафе , "город  Москва ,  Угрешская  улица ,  дом  2 ,  строение  90 " ,70
69789 ,КАФЕ  ДОБЕРМАН ,нет ,кафе , "город  Москва ,  Волочаевская  улица ,  дом  12А ,  строение  1 " ,80
69926 ,Ляхова  Л.К. ,нет ,кафе , "город  Москва ,  Волгоградский  проспект ,  дом  119А " ,13
127256 ,ШИКАРИ ,нет ,кафе , "город  Москва ,  Волгоградский  проспект ,  дом  119А " ,170
20257 ,Кафе  «Баграм» ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  171 ,  корпус  1А " ,20
23505 ,ХОРОШЕЕ  МЕСТО ,нет ,кафе , "город  Москва ,  2-й  Южнопортовый  проезд ,  дом  27А ,  строение  2 " ,100
24527 ,Кафе  «Галес» ,нет ,кафе , "город  Москва ,  Мячковский  бульвар ,  дом  3 ,  корпус  1 " ,40
106261 ,Кофе ,да ,кафе , "город  Москва ,  Рязанский  проспект ,  дом  2 ,  корпус  2 " ,2
21732 ,Кафе  «Шоколадница» ,да ,кафе , "город  Москва ,  Люблинская  улица ,  дом  165 ,  корпус  1 " ,50
110799 ,Кафе  «Saperavi» ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  165 ,  корпус  1 " ,55
24506 ,КАФЕ  ШАРМАНКА ,нет ,кафе , "город  Москва ,  Авиамоторная  улица ,  дом  33 " ,250
137728 ,Долина ,нет ,кафе , "город  Москва ,  Цимлянская  улица ,  дом  10 " ,30
25629 ,Юнит ,нет ,кафе , "город  Москва ,  Волочаевская  улица ,  дом  44 " ,42
136904 ,Лола ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  72 " ,40
23553 ,Город ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  7 ,  строение  1 " ,150
23480 ,КАФЕ  «ЧЕРДАЧОК» ,нет ,кафе , "город  Москва ,  1-я  Курьяновская  улица ,  дом  20/1 ,  строение  1 " ,40
